1;1943-1946;Областной земельный отдел
;1971-1986;Управление капитального строительства в колхозах  Областного управления сельского хозяйства
192;1952-1954;Ростовский строительный участок треста Ростовсовхозводстрой
;1955-1956;Ростовский строительно монтажный участок треста Ростовсовхозводстрой
;1956-1966;Ростовский прорабский участок треста Ростовсельхозводстрой
193;1951-1954;Ростовская контора материально-технического снабжениятреста Ростовсовхозводстрой
;1954-1956;Транспортная контора треста Ростовсовхозводстрой
;1967-1975;Хозрасчетная контора материально-технического снабжениятреста Ростовсельхозводстрой
;1976-1985;Управление производственно-технологической комплектации треста Ростовсельхозводстрой УПТК
194;1973-1981 1984;Специализированный ремонтно- строительный трест Ростовводремстрой Республиканского производственного водохозяйственного ремонтно-строительного объединения Росводремстрой Министерства мелиорации и водного хозяйства
195;1952-окт1953;Челябинский филиал Центрального бюро технической помощи строительству Министерства строительства предприятий тяжелой индустрии СССР
;Окт1953-дек1955;Уральский филиал государственного института «Оргстрой»
;Дек1956-1961;Уральский филиал Центрального бюро «Оргстрой» Академии строительства и архитектуры СССР
;1962-1975;Уральский филиал Государственного проектного института по организации сельского строительства и оказанию технической помощи «Гипрооргсельстрой»
;1976-янв 1977;Уральский филиал института «Роспроектсельстройиндустрия»
196;1963-1966;Проектно-сметное бюро Ростовского областного объединения Сельхозтехника 
;1967-1969;Проектно-конструкторское бюро Ростовского областного объединения Сельхозтехника
;1970-1985;Проектная контора Ростовсельхозтехпроект при Ростовском областном объединении Сельхозтехника док-ты с 1980г
;1986-1990;Проектная контора Ростовагропромтехпроект
;1991-1995;Проектный и проектно-технологический институт Ростовагропромтехпроект
;1995-1996;АООТ Проектно-технологический институт Ростовагропромтехпроект
;1996-2001;ОАО Проектно-технологический институт Ростоагропромтехпроект
197;1960-1961;Механические мастерские Ростовского СМУ треста Спецэлеватормельстрой
;1962-1969;Механические мастерские Ростовского СМУ треста Спецэлеватормельмонтаж
198;1968-1986;Спецпоезд Э-19 треста Севкавэлеваторстрой
;1987-1992;Э-7 ППСО Севкавэлеваторспецстрой
;1993-1995;ТОО Сандор
199;1972-1975;Управление производственно-технологической комплектации треста Ростовсельхозмонтаж
;1975-1976;Ново-Аксайское специализированное отделение треста Ростовсельхозмонтаж
;1977-1986;Ново-Ростовское специализированное отделение объединения Ростовсельхозмонтажкомплект
;1986-1992;Ремонтно техническое предприятие Ростовспецмонтажзаготовка
;1992-1997;ОАО Ново-Ростовское
200;1972-1975;Багаевский прорабский хозрасчетный участок по механизации животноводческих ферм треста Ростовсельхозмонтаж 
;1976-1982;Багаевский прорабский хозрасчетный участок по механизации животноводческих ферм объединения Ростовсельхозмонтажкомплект
201;1976-1977;Ростовский хозрасчетный прорабский участок по электромонтажным работам объединения Ростовсельхозмонтажкомплект
;1977-1987;Ростовская передвижная механизированная колонна  по электромонтажным работам объединения Ростовсельхозмонтажкомплект
;1987-1992;Специализированная передвижная механизированная колонна  Ростовская № 2 по электромонтажным работам объединенияРостовсельхозмонтажкомплект
;1993-1998;ТОО Специализированная передвижная механизированная колонна  Ростовская № 2 по электромонтажным работам
202;1970-1983;Ростовский трест свиноводческих совхозов Свинопром Всероссийского производственного научного объединения по свиноводству Свинопром РСФСР Министерства сельского хозяйства РСФСР
203;1977-1983;Ростовское областное межхозяйственное объединение Донконепром Всероссийского объединения конных заводов Министерства сельского хозяйства РСФСР
204;1976-1983;Объединенная дирекция строящихся комплексов в совхозах Ростовского треста Овцепром 
205;1973-1983;Объединенная дирекция строящихся животноводческих комплексов Ростовского объединения Ростовскотопром 
206;1974-1983;Дирекция строящихся свинокомплексовРостовского треста Свинопром
207;1972-1983;Ростовское специализированное управление монтажных и пусконаладочных работ при Ростовском областном объединении Сельхозтехника
208;1943-1962;Колхоз им.Ленина,колхоз им.26-ти Бакинских комиссаров-1книга 
;1962-1972;Совхоз Мясниковский
;1972-1978;Совхоз Ливенцовский
209;1962-1963;Ростовский хозрасчетный участок монтажно-наладочного управления треста Спецэлеватормельстрой Спецэлеватормельмонтаж
;1964-1974;Ростовское монтажно-наладочное управление треста Спецэлеватормельмонтаж 
;1974-1986;Ростовское монтажно-наладочное управление треста Нечерноземэлеватормельмонтаж
;1986-1988;Ростовское специализированное монтажно-наладочное управление треста Центрэлеватормельмонтаж 
;1988-1993;Ростовское специализированное монтажно-наладочное управление треста Спецэлеватормельмонтаж
;1994;Ростовское специализированное монтажно-наладочное управление АООТ Спецэлеватормельмонтаж
;1995-2002;Ростовский филиал АООТ Спецэлеватормельмонтаж
;2003-2008;Ростовское  СМНУ АООТ Спецэлеватормельмонтаж
210;1967-1982;Строительный трест № 4 Ростоблколхозстроя
211;1964-1968;Ростовский н/Д трест консервной промышленности
;1969-1976;Ростовское производственно-совхозное объединение консервной промышленности Донконсерв
;1977-1979;Ростовское производственно-аграрное объединение консервной промышленности Донконсерв
;1981-1984;Ростовское производственное аграрно-промышленное объеди нение консервной промышленности Ростовконсервпром
212;1977-1987;Трест Донтрансводстрой объединения Донводстрой
213;1955-1962;Строительное управление № 8 треста Ростовстрой, Каменскстрой в 1957г
;1962;Строительный участок  № 8 треста Ростовстрой 
214;1950-1952;Зверевский строительный участок Ростовской строительно-монтажной конторы Совхозстрой
;1952;Шахтинское строительное управление треста Союзсовхозстрой, Южного строительного треста 
215;1956-1958;Шахтинское строительное управление № 4 Каменскстроя 
216;1946-1948;Больше-Крепинский строительный участок треста Ростоблсельстрой
;1948-1951;Родионово-Несветайский строительный участок треста Ростоблсельстрой
;1952-1953;Строительная контора № 4 Ростоблсельстроя
217;1949-1951;Аксайский строительный участок № 3 Ростоблсельстроя
218;1965-1977;Контрольно производственная химико-бактериологическая лаборатория Ростовского производственно-совхозного объединения консервной промышленности Донконсерв
219;1977-1979;Хозрасчетный участок Спецстроймонтаж треста Спецстроймонтаж
;1979-1986;Специализированная передвижная механизированная колонна Ростоблколхозстроя
;1986-1996;Специализированная межхозяйственная передвижная механизированная колонна № 8 Ростовагропромстроя
;1996-2002;ОАО СПМК-8 Ростовагропромстроя 
220;1977-1979;Ростовский участок производственно-технологической комп-лектации Ростовского областного межхозяйственного энергетического объединения Сельхозэнерго
;1979-1986;Ростовское управление производственно- технологической комплектации Ростовского областного межхозяйственного энергетического объединения Сельхозэнерго 
;1986-1993;Производственное межхозяйственное предприятие Ростовагропромтехэнерго
221;1972-1977;Автотранспортная контора треста Промжилводстрой
;1978-1980;Автотранспортное предприятие 7 треста Донтрансводстрой
222;1957-1968;Дирекция строящихся рисовых государственных  оросительных систем в Ростовской области Минводхоза РСФСР/Дирекция Ростовдонводстрой/
;1968-1970;Дирекция строящихся рисовых совхозов и оросительных систем в Ростовской области Минводхоза РСФСР/Дирекция Донводстрой/
;1970-1981;Дирекция строящихся рисовых совхозов и оросительных систем Управления мелиорации и водного хозяйства Ростоблисполкома /Дирекция Донводстрой/
223;1974-1981;Дирекция Донсовхозводстрой Управления мелиорации и водного хозяйства Ростоблисполкома
;1981-1994;Дирекция строящихся совхозов и мелиоративных объектов в Ростовской области /Дирекция Ростовсовхозводстрой/
;1994-1997;Государственное предприятие Дирекция строящихся сельскохозяйственных и мелиоративных объектов в Ростовской области /Дирекция Ростовсельхозводстрой/ документы сданы по 1996год включительно
;1997-2003;Государственное учреждение /Государственный заказчик/Дирекция строящихся сельскохозяйственных и мелиоративных объектов в Ростовской области
;;/Дирекция Ростовсельхозводстрой/
;2003-2004;Федеральное Государственное учреждение Дирекция строящихся сельскохозяйственных и мелиоративных объектов в Ростовской области
;;/Дирекция Ростовсельхозводстрой/
224;1970-1981;Дирекция Донгидрострой
225;1980-1985;Белокалитвинский учебно-курсовой комбинат Управления сельского хозяйства 
226;1970-1975;Дирекция строительства Шахтинского завода ЖБИ и других производственных объектов в Ростовской области Главдонводстроя 
;1976-1990;Дирекция по строительству производственных объектов объединения Донводстрой
227;1944,1957-1958;Кавспиртотрест, Ростовский консервно-водочный трест Управления пищевой промышленности
228;1976-1981;Производственное бройлерное объединение Ростовское Птицепрома РСФСР треста Птицепром
;1982-1986;Производственное бройлерное объединение Ростовскоетреста Птицепром
229;1977-1985;Семикаракорский учебно- курсовой комбинат при Производственном управлении сельского хозяйства Семикаракорского райисполкома
230;1973-1980;Ростовская республиканская перевалочная база ветснабжения Ростовского областного объединения Зооветснаб 
231;1974-1983;Ростовский филиал Центра НОТ иУправления производством Госкомсельхозтехники РСФСР
232;1977-1983;Бюро научно-технической информации Сельхозтехника 
233;1976-1986;Ростовское областное производственное объединение Донсемовощ
234;1980-1986;Производственное объединение Ростовское по семеноводству трав
235;1945-1992 ;Госинспекция по закупкам и качеству сельскохозяйственных продуктов по Ростовской области см.оп 1-Л, 2-Л, лаборатория Госхлебинспекции 1980 -1992 гг см.оп 2Л
236;1981-1986;Ростовское областное хозрасчетное производственное аграрно -промышленное объединение по плодоовощной  продукции Ростовплодоовощхоз 
237;1977-1982;Дирекция строящихся предприятий  при Ростовском тресте Овощепром 
;1983-1986;Дирекция строящихся предприятий  при Ростовском при Ростовском  областном производственном аграрно-промыш ленном объединении по плодоовощной продукции  Ростовплодоовощхоз
238;1982-1986;Ростовский филиал Центра научной организации труда и управления производством Министерства плодоовощного хозяйства РСФСР
239;1975-1986;Ростовское областное объединение Сельхозэнерго
240;1969-1986;Трест Донпищеремстроймонтаж объединения Роспищерем строймонтаж Министерства пищевой промышленн. РСФСР
241;1969-1985;Передвижная механизированная колонна Ростовского овощетреста,Овощепрома,АПО Ростовплодовощ
;1986;Ростовская специализированная передвижная механизирован-ная колонна Ростовагропромспецмехколонна
;1986-1991;Кагальницкая межхозяйственная передвижная механизирован ная колонна АПО Ростовплодовощхоза
242;1984-1986;Ростовская контора по заготовкам и поставкам плодоовощной продукции Ростовагропромзаготплодоовощ Документы изъяты прокуратурой
243;1969-1984;Трест Ростовсельстройстройконструкция объединения Ростсельстрой
244;1976-1987;Трест Донгидрострой  Объединения Донводстрой
245;1969-1987;Трест Промжилводстрой Объединения Донводстрой 
246;1976-1977;Передвижная механизированная колонна № 15треста Промжилводстрой 
247;1968-1975;Суховская передвижная механизированная колонна № 2 треста Промжилводстрой 
248;1980-1982;Управление производственно-технологической комплектации треста Промжилводстрой
249;1974-1977;Нижне-Маныческий хозрасчетный участок, Нижне-Манычес кая передвижная механизированная колонна -2 треста Промжилводстрой
250;1976-1977;Константиновская автотранспортная контора треста     Донгидрострой
;1978-1987;Автотранспортное предприятие № 6треста Донтрансводстрой
;1987-1993;Автотранспортное предприятие № 6 треста Донводстрой
;1993;АООТ Автотранспортное предприятие № 6
251;1975-1985;Строительный поезд Э-42 треста Севкавэлеваторстрой
;1986-1992;Строительный поезд Э-5треста Севкавэлеваторспецстрой, ППСО Севкавэлеваторспецстрой
;1993;Компания  Югэлеваторстрой (Юг-Элс)
;1994-1997;Компания Югэлеватормельстрой (Юг-Элс)
252;1967-1985;Миллеровская ПМК-600 треста Севкавэлеваторстрой
253;1958-1962;Миллеровское строительно-монтажное управлениетреста Севкавхлебострой
;1962-1968;Морозовское строительно-монтажное управление трестаСевкавзаготстрой, треста Севкавэлеватормельстрой
;1968;Морозовский строительный поезд Э-19
254;1970-1975;Новочеркасская производственно-техническая школа Главдонводстроя при тресте Ростовсельхозводстрой
;1976-1984;Новочеркасская производственно-техническая школа треста Ростовсельхозводстрой объединения Донводстрой
;1985-1987;Новочеркасский учебно-курсовой комбинаттреста Ростовсельхозводстрой
255;1980-1986;Управление производственно-технологической комплектациитреста Ростовсельхозводстрой
256;1974-1979;Агрохимический трест Ростоблсельхозтехники
;1980-1985;Ростовское областное производственное объединение «Облсельхозхимия» 
257;1980-1985;Батайская ремонтно-механическая мастерская  треста Донтрансводстрой, треста Донстройматериалы 
258;1965-1972;Ростовское областное производственное управление по заготовкам молока и молочной промышленности
;1972-1975;Ростовское областное производственное управление молочной промышленности
;1976-1985;Ростовское производственное объединение молочной промышленности
259;1973-1989;Трест Донстройматериалы объединения Главдонводстрой 
260;1976-1992;Хозрасчетная проектная группа управления Ростовского областного управления мелиорации и водного хозяйства, объединения Ростовводмелиорация
261;1980-1987;Машиносчетная станция треста  Севкавэлеваторстрой
262;1969;Контора снабжения треста Севкавэлеваторстрой
263;1969-1989;Управление производственно-технологической комплектации  треста Севкавэлеваторстрой 
264;1972-1989;Домоуправление треста Севкавэлеваторстрой 
265;1946-1949;Проектная группа треста Севкавэлеваторстрой 
266;1943-1986;Ростовское областное управление пищевой промышленности  Ростовского совнархоза, Ростоблисполкома
267;1950,1957;Ростовский областной мельничный трест Облмельтрест
268;1954-1957;Каменское областное управление промышленности продовольственных товаров
269;1957-1962;Ростовское областное управление промышленности продовольственных товаров 
270;1988-1990;Агропромышленное объединение г Ростова-на-Дону Агропро мышленного комитета Ростовской области  /ГАПО/
271;1961-1965;Аксайский строительно-монтажный участок треста Ростовсовхозводстрой
;1965-1966;Аксайский строительно-монтажный участок треста Ростовссельхозводстрой
;1966-1969;Аксайское строительно-монтажное управление треста Ростовсельхозводстрой
;1969-1996;Аксайская передвижная механизированная колонна треста Ростовсельхозводстрой
;1997;ОАО Аксайская передвижная механизированная колонна треста Ростовсельхозводстрой
272;1968-1985;Управление механизации Ростоблколхозстроя 
273;1972;Учебный комбинат треста Севкавэлеваторстрой
;1973-1987;Учебно курсовой комбинат треста Севкавэлеваторспецстрой
;1987-1989;Учебный пункт объединения Севкавэлеваторспецстрой
274;1977-1979;Ростовское объединение ОблколхозкомбикормПроизводственного управления сельского хозяйства
;1980-1983;Объединение Ростовмежхозкомбикорм
;1984-1986;Объединение Ростовское по кормопроизводству
275;1979-1986;Хозрасчетный участок по заготовкам и монтажу вентиляции, пусконаладочным работам и подсобным производствам треста Донпищеремстроймонтаж
;1987-1988;Ростовский передвижной механизированный хозрасчетный участок по монтажу и наладке вентиляционных систем, пусконаладочным работам и подсобным производствам треста Донагропромстроймонтаж
;1989-1990;Ростовская специализированная межхозяйственная передвижная механизированная колонна № 18 треста Донагропромстроймонтаж 
276;1976-1977;Контора материально-технического снабжения треста Колхоздорстрой
;1978-1987;Управление производственно-технологической комплектации треста Дорспецстрой
;1987-1992;Управление производственно-технологической комплектации треста Агродорспецстрой
277;1981-1991;Информационно вычислительный центр  Росколхозстройобъединения, Ростовагропрмстроя Агростройкомплект
278;1995-1997;ООО Стенимпекс
279;1991-1994;ТОО БиА,
280;1949-1954;База материально технического снабжения  при Ростовской областной конторе Главзаготскот Юга
;1955-;База материально технического снабжения  при Ростовской областной конторе Заготскот Юга
;1956-1958;База материально технического снабжения Ростовской областной конторы Заготскотооткорм 
;1959-1965;База материально технического снабжения Управления мясной и птицеперерабатывающей промышленности Ростовского совнархоза
;1966-1986;База материально технического снабжения Ростовского управ ления мясной промышленности Росглавмясо, Ростовского объединения мясной промышленности, Ростовского производ ственного объединения мясной промышленности
;1986-1990;База по материально техническому снабжению Агропромышленного комитета Ростовской области 
;1991;База по материально техническому снабжению Ростовмясоагропромснаб Государственно-кооперативного объединения Донмясопром
281;1992-1993;Предприятие малых форм Эльф
282;1977-1991;Комбинат общественного питания Росинка Управления рабочего снабжения объединения Донводстрой
;1992;Арендное предприятие общественного питания Росинка
;1992-1997;Закрытое акционерное общество Росинка
283;1976-1981;Ростовский областной трест по дорожному строительству и благоустройству Ростоблкоммундорстрой
;1981;Ростовское областное управление строительства, ремонта дорог и благоустройства
284;1967-1969;Ремонтно-строительный трест Ростоблремстрой  № 1 Ростовского облисполкома 
;1970-1981;Ремонтно-строительный трест Ростоблремстрой  Главцентр гражданстрой -Облремстройтрест
;1982-1987;Областное производственное объединение по строительству, ремонту и благоустройству Ростовоблремстрой Областного управления коммунального хозяйства
;1987-1991;Трест № 1 ПСО Ростовоблгражданстрой
285;1966-1970; Ростовский областной  бытовой ремонтно-строительный трест Ростоблбытремстрой № 1
;1971-1986;Ростовский областной строительно-монтажный трест Ростовгражданстрой
;1987-1990;Ростовское областное производственное строительное объединение Ростовоблгражданстрой
;1991-1992;Акционерная ассоциация Ростовоблгражданреконструкция
286;1968-1981;Контора материально-технического снабжения Облремстройтреста
;1982-1990;Управление производственно-технологической комплектации треста №  1 ПСО Ростовоблгражданстрой
287;1957-1959;Дорожно-строительный район Управления строительства 15Главдорстроя Минстроя СССР
;1960-1969;Строительное управление № 869 Управления строительства 15 Главдорстроя Минтрансстроя СССР
;1970-1991;Строительное управление № 869 треста Дондорстрой
;1992-2001;АО Строительное управление № 869треста «Донаэродорстрой»
287;1956-1990;Автоколонна № 2 Автобаза №63 Управления строительства №15 , Автоколонна 3 Автобазы №65 
Оп.4288;1979-1985;Ростовский филиал Республиканского проектно-технологи- ческого треста Оргтехмонтажстрой 
;1986-1992;Проектно-технологический филиал Ростовский объединения Росагромехживтехпроект
289;1977-1986;Областной хозрасчетный ветеринарно-санитарный отряд Про изводственного управления сельского хозяйства,АПК Ростов ской области,Департамента сельского хозяйства 
;1986-1992;
290;1979-1989;Хозрасчетный монтажный участокРостовского треста Птицепром
;1989-1992;Специализированное монтажно-наладочное управление произ водственного объединения Птицепром
;1992-;Строительномонтажный участок Производственного объединения Птицепром
291;1976-1977;Ростовский филиал Центрального конструкторско-технологи ческого бюро В/о Россельхозтехника Госкомсельхозтехника
;1978-1985;Ростовский филиал Центрального конструкторско-технологи ческого бюро Росагропромтехпроект
292;1950-1952;Отдел рабочего снабжения Управления строительства РДВС
;1952-1967;Управление рабочего снабжения Управления строительства РДВС
;1967-1991;Управление рабочего снабжения управлений Главдонводст рой, Донводстрой, объединения Ростовводмелиорация
;1991-1992;Арендное предприятие Управления рабочего снабжения при объединении Ростовводмелиорация
293;;Территориальное отделение Федерального агентства государственного сектора агропромышленного комплекса
294;1964-1970;Ростовское управление треста Спецжелезобетонстрой 
;1971-1990;Ростовское специализированное управлениетреста  Спецжелезобетонстрой 
;1991;Ростовское филиал  Акционерной проектно-строительной фирмы Спецжелезобетонстрой 
;1991-1995;Ростовское дочернее предприятие Акционерной проектно-строительной фирмы Спецжелезобетонстрой  
;1996;ОАО Спецжелезобетонстрой
295;1994-1997;ТОО компания Технополис ТОО Алькор 
296;1959-1966;Ростовское строительно-монтажное управление треста  Управления пищевой промышленности
;1966-1969;Ростовское ремонтно-строительное управление треста Севкавпищеремстроймонтаж
;1969-1986;Ростовское строительно-монтажное управление треста Донпищеремстроймонтаж
;1986-1987;Ростовское строительно-монтажное управление треста Донагропромстроймонтаж
;1987-1992;Ростовская специализированная межхозяйственная передвижная механизированная колонна № 13треста Донагропромстроймонтаж (ПМК -13)
297;1976-1985;Ростовское ремонтно-строительное управление треста Донпищеремстроймонтаж 
298;1987-1989;Управление производственно-технологической комплектации треста Донагропромстроймонтаж з-ту см. ф.296
299;1986-1990;Трест Донагропромстроймонтаж 
300;1966-1971;Трест № 2 Росмясомолремстроймонтаж  
;1971-1986;Трест Росмясомолстрой» Министерства мясной и молочной промышленности з-ту см. ф.296
301;1973-1991;Управление производственно-технологической комплектации треста Ростовоблгражданстрой 
302;1990-1991;Чалтырская дорожно-строительная передвижная механизиро ванная колонна Ростовского треста Агродорспецстрой
;1991-1992;Мясниковская дорожно-строительная механизированная передвижная колонна Ростовагропромдорстроя
;1993-1997;АОЗТ Мясниковская дорожно-строительная механизирован ная передвижная колонна Ростовагропромдорстроя
303;1991;Производственно коммерческий центрАссоциации Ростовоблгражданреконструкция
304;1988-1995;Дирекция по строительству сооружений водопровода, канализации и производству работ по защите берегов Азовского моря от разрушений 
305;1968-1977;Ростовский филиал института Росгипрооргсельстрой
;1977-1986;Ростовский филиал института Росоргтехсельстрой
;1986;Ростовский филиал технического центра объединения Агропромстрой
;1986-1988;Ростовский филиал Республиканского производственного проектно-технологического центра Росагропромстрой
;1988-1993;Ростовский проектно-технологический центр Севкавэлеваторспецстрой
;1993-1997;ТОО Ростовский проектно-технологический центр
306;1966-1986;Проектный институт Ростколхозпроект Ростовского област-ного объединения межколхозных строительных организаций Ростоблколхозстрой (за 1978-1982 есть документы филиала (Сельдорпроект)
;1986-1992;Проектный институт РостовагропромпроектГосагропрома РСФСР ОАО
307;1994-1997;Негосударственное образовательное учреждение  школа частного сыска и охраны  Перспектива М
308;1995-1997;ООО Дон-2
309;1991-1998;МП Алани
310;1992-1998;ТОО РоДон
311;--;ЗАО Донстройинтеграл 
312;---;ДАО ЛТД
313;1992-98?;ИЧП Декор
314;1997-?;ООО Командор 
315;1994-1998;ООО фирма Иском
316;1992-1998;ТОО Рост-Рига
317;1996-?;ООО Вертекс  
318;1992-98?;ТОО Ковчег
319;1997-1998;ООО ФРИС 
320;1995-98?;ООО Серж  
321;1994-96;ТОО фирма Огер
322;1996-98?;ЗАО Деметра
323;1995-98?;ООО Объединение русские кожевенники
324;1995-98?;ООО Финансовая компания АСС
325;1993-98?;ТОО АКВЕ 
326;1995-;Ростовская областная продовольственная корпорация при Департаменте сельского хозяйства и продовольствия
;мар.98;
327;?;Производственно-коммерческая фирма Мастер
328;1997-98?;ООО Полет
329;1991-98?;ИЧП Гарант 
330;1967-1998;Ростовское специализированное управление треста Гидроспецфундаментстрой
;1992-1995;АООТ Ростовское специализированное управление треста Гидроспецфундаментстрой
331;1996-98?;ЗАО Межрегионсинтез
332;---;ИЧП Ростовспецмонтаж
333;1995-98?;ООО Ремстрой  
334;1981-1990 ;Ростовское объединение комиссионных магазинов
;1991-1998;ТОО Универкомф Арендного объединения комиссионных магазинов
335;1997-1998;ЗАО Гортехстрой
336;1997-98?;ООО Камертон
337;1996-98?;ООО Магазин 17
338;1996-1997;ООО Трансснаб
339;?;ООО Сейфы Мира  
340;1997-1998;ООО Компания Агротек
