1;1943-1946;Областной земельный отдел
341;1994-1996;Ростовский отдел Северо-Кавказского отделения  Государ-ственной инспекции по обеспечению государственной моно-полии на алкогольную продукцию при Правительстве РФ
;1997-;Ростовская инспекция федеральной службы по обеспечению государственной монополии на алкогольную продукцию
;мар.98;
;апрель-ав-густ1998;Инспекция Государственного комитета РФ по обеспечению монополии на алкогольную продукцию по Ростовской обл
342;?;МП ИЧП РИТМ
343;1992-1996;ООО НПП Электра
344;1997;ООО Фирма Автосервис быстрый путь  
345;1996-1998;ООО Торговый дом Домино  
346;1997-1998;ООО Юг Текстиль
347;1993-1998;ООО Ольга
348;1992-1998;ООО Страховое общество  потребительской кооперации области-СОПКО
349;1994-1998;ООО фирма Роза ветров
350;1989-1998;Кооператив Прометей
351;1997-1998;ООО Донпэль
352;1991-1998;Управление капитального строительства Департамента сельского хозяйства
353;1990-1997;Хозрасчетный отдел экспертизы проектов и смет
354;1993-1998;ТОО ПТП Электропровод
355;1994-1998;ТОО фирма Медэко
356;1997-1998;ООО Комашекс  
357;1996-1998;ООО фирма Ростагро 
358;1995-1998;ООО Ореол-Трайд
359;1992-1995;ИЧП Танген
360;1993-1998;ТОО Лель Плюс 
361;1993-1997;ТОО предприятие Эвдио 
362;1995-1998;ООО Ракурс 
363;1997-1998;ООО Донпродукт
364;1994-1998;ИЧП Динас
365;1991-1999;Комерческий банк Велес
366;1997-1998;ООО Строитель 3
367;1995-1998;ООО Донэлектропром
368;1993-1998;ИЧП Лидия Семенова -
369;1992-1999;ЧСП Арестовых Авир
370;1993;ТОО  Северо-Кавказской фирмы Инженерный центр Реактив
371;1995-1998;ООО Для Вас
372;1993-1999;Кооператив ИЧП Аспирационник Сапфир Рин
373;1992;ТОО ПКФ Оргтехснаб
374;1993-1997;ТОО Алькор
375;1995-1999;ООО фирма Доминатор
376;1992-1998;ЗАО Эланс
377;1992-1994;ТОО НКПФ Энигма 
378;;ООО Гортехпромстрой
379;1995-1998;ООО Ростагроаудит
380381;1993-1998;ТОО Полюс
382;1997;ООО Росмет
383;1992-1998;ТОО Стройинвест
384;1996-1998;ООО Золотое руно
385;1991-1996;ТОО НПЛ Электронная медицина (еще ф. 477)
386;1991-1999;ТОО Агростимул
387;1995-1998;СЧП Центра здоровья Надежда 
388;1992-1999;ТОО Надежда
389;1993-1994;ТОО Кретос
390;1993-1994;ТОО Элеватордеталь
391;1998-1999;ООО Сервис Плюс 
392;1997;ООО Элеватормелькомплект
393;1995-1998;ЗАО Юг России  
394;1995-1998;Межрегиональный потребительский союз Юг России
395;1993-1995;Фортуна 
396;1996-1998;Филиал № 4 Август производственно-коммерческой и строительной  фирмы ТОР Кировского районного правления ВОИ
397;1992-1999;ТОО ТУР
398;1999;ООО Гвентел
399;1995-1999;ООО Ростовская фабрика мягкой мебели  
400;1998;ООО Форпост плюс
401;1958-1960;Дирекция строительства нового водопровода в г.Таганроге Опись 2-Л
;1963-1991;Управление капитального строительства Ростовского облисполкома опись 1-Л
402;1999;ООО Акведук
403;1992-1999;ТОО Магазин № 63  
404;1996-1998;ООО Фирма Герман и Ко
405;1999;ООО фирма Ирмиал 
406;1977-2001;Ростовский городской союз животноводов-любителей (кролики)
407;1993-1997;ТОО Кюмак
408;1997-1999;ООО Ростнефть
409;1993-2000;ТОО Вегрипон
410;1992-2000;ТОО Ронго
411;1993-1999;ООО фирма Фортекс
412;1999;ООО Восход ТМ
413;1992-1999;ИЧП Мидми
414;1990-1999;ИЧП Персональная творческая архитектурная мастерская Обручникова 
415;1997-1999;Нежность
416;1984-1986;Межхозяйственное предприятие Ростовское по энергетике и теплофикации сельского хозяйства
;1986-1987;Производственное межхозяйственное предприятие Ростовагропромтеплоэнерго
;1987-1989;Производственное межхозяйственное объединение по энергетике и электрификации сельского хозяйства Ростовагропромэнерго
;1989-1991;Производственно-техническое кооперативное предприятие Ростовагропромэнерго»,
;1991-1996;АО Ростовагропромэнерго док-ты по март 1996
;1998-2000;ОАО Ростовагропромэнерго
417;1995-1996;ООО Казачий стан  
418;1992-2000;Строительно-монтажная фирма Марина
419;1996-2000;Завод ФармаДон ООО ФармаДон
420;1999-2000;ООО Форт
421;1991-1994;ЧПП Захарова
422;1995;ИМЧП Клеоники И.И.Саввиди 
423;1994-1997;ТОО Хрисон  
424;1993-2000;Фирма Дон Экспресс ЛТД 
425;1997-2000;Межрегиональное агентство вневедомственного финансового контроля и экспертизы
426;1992-2000;ТОО Дромедар
427;1992-2000;ООО Трейд
428;1996-2000;ООО АКСИ
429;1992-1995;Государственное инженерно-производственное многоотраслевое предприятие Комлекс 2
430;1996-2000;ЗАО Зерновая торговля
431;1998-2000;ООО КЛОУДС 
432;1991-1996;ИЧП ЧИП
433;1996-2000;Северо- Кавказский региональный филиал Федерального лицензионного центра при Минстрое России 
434;1995-2000;ООО Научно производственное ортопедическое предприятие ХОУП 
435;1997-2000;ООО Информационно-производственное предприятие Южтехмонтаж
436;1998-2000;ООО Альт
437;1992-1998;ТОО Плоника
438;1998-2000;ООО Донтехснаб
439;1996-2000;ООО Вторичные сплавы
440;1993-2000;СЧП Сероштановых ВАЛТА
441;1997-1999;Производственно коммерческая фирма Т и К   
441а;;ООО ВИЗИТ нет документов
442;;ООО Веста
443;1997-1999;ООО Ростсельмаштехцентр
444;1994-1997;ООО Сельхозпроммаш
445;1993-2000;ООО  Многопрофильное предприятие ВИАДУК
446;1996-2000;ЗАО Севкавинжстрой
447;--;ООО Синяя птица
448;;ООО Альфа 
449;1968-1971;Управление механизации строительства Ростовского областного ремонтно-строительного треста № 1 
;1971-1987;Управление механизации треста Ростовгражданстрой
;1987-1988;Управление механизации ПО Ростовоблгражданстрой
;1988-1990;Управление механизации и транспорта ПСО Ростовоблгражданстрой
;1991-1993;АП механизации и транспорта
;1993;АП Управление механизации и транспорта
;1993;Акционерное предприятиеУправление механизации и транспорта
;1993;АО Управление механизации и транспорта
;1993-2001;АОЗТ Управление механизации и транспорта
450;1979-1986;Автотранспортное предприятие треста Ростовгражданстрой
;1987-1988;Автотранспортное предприятие ПО Ростовоблгражданстрой
451;1999-2000;ООО Роспрофрезерв
452;1981-1982;Донское специализированное пуско-наладочное управление  Всесоюзного специализированного объединения по пусконаладочным работам Союзплодоовощналадка
;1982-1984;Донское специализированное пуско-наладочное управлениеСпециализированного объединения по пуско-наладочным работам Союзплодоовощналадка
;1984-1989;Донское специализированное управление по ремонту, пуско-наладочным и монтажным работам Специализированного объединения по ремонту, пуско-наладочным и монтажным работам Союзремплодовощналадка
;1989-1994;Донское специализированное предприятие Специализированного объединения  Союзпромналадка» 
;1994-1999;Донской филиал АО «Союзпромналадка»
453;1999-2000;Ростсервисмаш
454;1991-1995;ТОО Инфоком 
;1995-2000;ЗАО Юм Чермет  
455;1993-2000;Алекси  
456;1999-2000;ООО ЗАЛИВ
457;1999-2000;ООО Металл Холдинг
458;1994-2000;ЗАО Рекламное агенство Дилайт монатеф
459;1993-2000;ТОО Валма
460;1998-2000;ООО Донтрансснаб
461;1998-2000;ООО Ростовнеруд
462;1991-2000;ООО Наше дело
463;1996;ООО Строитель
464;1993-1998;ТОО фирма Светлана
465;1999-2000;Филиал фирмы Дженк иншаат санайи ве тиджарет лимитед ширкети (турецкая)
466;1991-2000;МП Геотекс, ТОО Геотекс, ООО Геотекс
467;1995-1997;ООО Донторгагро
468;1992-2000;ООО Реванш ИЧП Барс
469;1999-2000;ЗАО Северо-Кавказское инженерное строительство
470;1999-2000;ООО Дон Пэт
471;1994-1998;ТОО Мидитекс
472;1993-1996;ТОО НПФ  М-энергия
473;1997-1999;ОАО РИК
474;1998-2000;ОАО Юг Руси Агро
475;1943-1960;Ростовская-на-Дону государственная кондитерская фабрика им.15-летия Октября
;1960-1987;Ростовская государственная кондитерская фабрика
;1987-1992;Ростовская-на-Дону кондитерская фабрика им.15-летия Октября
;1992;АП Ростовская  кондитерская фабрика им.15-летия Октября
;1992-1996;АОЗТ Ростовская кондитерская фабрика РКФ
;1996-1999;ЗАО Ростовская кондитерская фабрика
476;1999-2000;ООО Ермак 
477;1995-2000;ООО Электронная медицина ( еще Ф 385)
478;1997-2000;ТПП Югагропром
479;2000-2001;ООО Конкорд
480;1995-2000;ООО Передвижная механизированная колонна 63
481;1999-2000;ООО Мало- Мартыновское ХПП
482;1997-2000;ЗАО Донской инвестиционный фонд
483;1998-2000;ЗАО Пилот-Компьютерные Системы
484;1992-2000;ЗАО Дон Эльба Судосервис
485;1992-1997;ЗАО Союз инженеров водного транспорта 
486;1994-2000;АОЗТ Цвем нет документов
487;2000;ООО Ростовские мясопродукты
488;1999-2000;ООО Алена
489;2000;ООО Ростовизвестняк 
490;1998-2001;ООО Россинтез
491;1998-2001;Филиал ООО  фирма Самсон
492;1998-2000;ООО МБС ( еще Ф.577)
493;1997-2001;АООТ Филиал Бамстройпуть
494;1994-1999;Электросвязь
495;1998-2000;МЭЗ Юг Руси
496;1998-2000;Сервис продукт
497;1999-2001;Информатика Компьютерные системы 
498;2001;Карат
499;1998-2001;Рослесторг
500;2000-2001;Региональный центр Право и недвижимость
501;1993-2001;Санди
502;1993-2000;Терминал
503;1995-1999;Славянка
504;2000-2001;Контраст 2000
505;2001;Деньги ХХ1
506;;Ключ нет документов
507;1990-2000;Агрос
508;;Лечебное питание фирма Сан нет документов
509;;Тонкость нет документов
510;1998-1999;Спектр
511;1999-2000;Стелс 
512;1997-2001;Егорлыкское ХПП
513;;Садко нет документов
514;1997-2001;Росавтоцентр
515;1997-2001;Гедон Ростов 
515а;1998-2001;Источник-2
516;1998-2001;Пирва
517;1993-2001;Комплекс г Батайск
518;1999-2001;Армада Трейд  
519;1997-2000;ООО Строймаркет
520;1993-2000;Торнадо  
521;1991-2000;Жар Птица
522;2000-2001;Ростизмет 
523;1984-2001;Глория Объединения комиссионных магазинов  магазин 22
524;1995-2000;Проспект 
525;1943-1948;Ремонтно-механические мастерские Ростмаслопрома
;1948-1958;Механические мастерские Главмясомолснаба
;1958-1964;Механические мастерские Управления молочной и маслосыродельной промышленности Ростовского Совнархоза
;1964-1973;Ростовский ремонтно-механический завод Ростовского областного управления по заготовкам молока и молочной промышленности
;1973-1988;Ростовский ремонтно-механический завод Ростовского областного объединения молочной промышленности
;1988-1993 -1995;Ремонтно-техническое предприятие «Донремтехпредтара»Производственного объединения ремонтно-технических предприятий «Ростовремтехпромтара», АОЗТ МИТ
526;2000-2001;Югщебень
527;200-2001;ООО Металлосбыт
528;1993-2001;ООО Тропики
529;1994-2001;Ростовская областная ассоциация Донптицевод
530;2000-2001;ООО Донские мясопродукты
531;2000-2001;Агентство Моделей Лоренцо Моделс
532;1997-2001;ООО Скай Лайн
533;2001;ООО Ростизвестняк ПК
534;1990-1996;Дозор (еще Ф.466)
535;;ПКФ Ростовстройполимер
536;1999-2002;Спецагроторгсервис
537;2001-2002;Межрегиональное агентство вневедомственного финансового контроля и экспертизы
538;1996/2001;Автомир
539;2001-                                                                                                                                                                                                  ;Юг Агро
540;1994-2002;Инкомбанк 
540а;;Дон Строй АС документов нет
541;1996-2000;Инкомбанк,филиал Новочеркасский, филиал Таганрогский
541а;2001-2002;РИФ-1
542;2000-2002;Роспотребсоюз
543;2000-2002;Альтаир
544;2001-2001;Сервиспродукт
545;1995-2001;Керамхим РАС
546;2000-2001;Навигатор
547;1999-2001;Дон МеталлСнаб 
548;2000;Ростовагропромдорстрой Инвест
549;2001;Промагрострой
550;2000-2002;Севкавинжстрой
551;1998-2001;Лале
552;1996-2002;Сервал
553;2000-2002;Веста Фудс
554;1985-1992;Центральный учебно метод. комбинат Минсельхозмаша 
555;1999-2002;Клэй Дон
556;1992-1999;Уют
557;1997-2000;Донремпуть
558;2001-2002;Про Инвест
559;1998-2002;Гранит
560;1999-2000;Лемар
561;1998-2002;Моррос Плюс
562;1997-2003;Ростовская госнефтеинспекция
563;1992-2002;Муниципальное плодоовощное оптово-розничное предприятие №2, Оазис Дона Каскад 2000/база на Врубовой/
564;1999-2003;Агро Трейдинг
565;1999-2003;Автоуслуги Автомир-ф 538,Росавтоцентр –ф 514
566;1997-2000;Торговый дом Ситэк
567;1995-2002-;Аптека 4
568;2002;Комтранс
569;2002;Донсервисстрой
570;2000-2002;Лаборатория ЭМ/электронной медицины/
571;2000-2002;Государственное унитарное предприятие Ростовской области Росталкогольконтроль
572;1998-2001;Мидитекс еще ф.471
573;2000-2003;Завод шипучих вин Карат
574;2001-2003;Донщебень
575;1967;Строительно-монтажное управление Управления «Облмежколхозстрой»
;1967-1968;Комплексная передвижная механизированная колонна № 2 Управления Облмежколстрой
;1969-1977;Трест Колхоздорстрой Ростоблколхозстроя
;1978-1980;Трест Дорспецстрой
;1981-1986;Ростовский областной трест Дорспецстрой Управления Росспецстрой Росколхозстройобъединения
;1987-1990;Ростовский областной трест Агродорспецстрой
;1990-1992;Кооперативно-государственное проектно-промышленное стро ительно-ремонтное объединение«Ростовагропромдорстрой» АО,АОЗТ,ЗАО/з-та по ф 575,576 в описи 3-Л/,УПТК- см.Ф.276
;1993-2002;
576;1989-1995;Проектная контора Агродорпроект
577;1998-2002;МБС
578;2001-2003;Ростовская литейная компания
579;2001-2003;Огни на Дону
580;1999-2003;Фирма БИТ
581;2002-2003;Донфинтекс
582;2002-2003;ООО Донтехторг»
582а;2000-2003;Энджел кепт документов нет
583;1985-1992;Автотранспортное предприятие «Донконсерв» МТП «Ростовагропромтранс-2» 
584;2001-2002;Гранит
585;2002-2003;Центральное агентство финансового контроля экспертизы 
586;2002-2003;Веста Фудс
587;1992-2000;ЗАО Пик
588;1991-1995;Хозрасчетное арендное оптово розничное предприятие1,Торговое плодоовощное оптово розничное предприятие 1База Доватора
589;1998-2004;Панавто Ростов, Фотон
590;1953-1987;Ростовский магазин 1 Кристалл
591;2002-2004;Унитранс
592;1960-1986;Автобаза № 2 АК Союзгазподводстрой
;1987-1988;Автоколонна Союзгазопроводстрой  
593;1956-1958;Участок № 5 Спецуправления подводно-технических работ № 6 Министерства строительства и предприятий нефт.промышл
;1959-1960;Спецучасток №5 СУПТР Главного управления газовой промышленности «Главгаз» при СМ СССР
;1961-1964;Экспедиционный отряд подводно-технических работ №5 Управления подводно-технических работ Главгаза
;1965-1969;Экспедиционный отряд подводно-технических работ №5Главгаза Министерства газовой промышленности СССР
;1970-1975;Специализированное управление подводно-технических работ №5 
;1976-1989;Специализированное управление подводно-технических работ №5 треста «Союзподводгазстрой»
;1989-1990;Специализированное строительное управление №15 ССО «Подводтрубопроводстрой»
;1990-1994;АО Специализированное управление подводно-технических работ №5 
;1994-2008;Филиал №5 АО Подводтрубопроводстрой ,ОАО
594;2000/2002;Ростовспецстрой КСМ КДСМ СУ 4  
595;2003-2004;Донресурс
596;1970-1990;Ростовский-на-Дону гипсовый завод треста «Стройконструк ция» Главсевкавстроя , Ростовский-на-Дону гипсовый завод ТСО «Ростовстрой»
;1990-1991;Кооператив «Стройдеталь»
;1992-2001;АОЗТ «Дон-Гипс», ЗАО«Дон-Гипс»
597;2001-2004;Ростресурс
598;2001-2004;Акронрост
599;2002-2004;Югагроресурс 
600;1999-2004;Фортекс Плюс Фортекс   
601;1949-1960;Участок №9 /посХоста/СМУ/ Ульяновск,Кострома,Узокс,Кунниково,СУ № 2/
;1961-1991;Специализированное управление № 476 треста «Трансгидро механизация», ПСМО,АППО
;1992-1999;АО«Донтрансгидромеханизация» ,ЗАО 
602;1994-2001;Управление государственной хлебной инспекции при Прави тельстве РФ по Ростовской области, 
;2002-2006;Территориальное подразделение государственной хлебной ин спекции при Правительстве РФ Управление Росгосинспекции по Ростовской области
603;1977-1992;Контора кролиководства
604;1999-2003;Энергосервис 
605;2002-2004;Атлантис 2  
606;1990-1992;Государственно-кооперативное объединение по материально-техническому снабжению «Донагропромснаб»
;1992-2004;АО Донсельпромснаб  
607;1994,1997 2002-2005;Северо-Кавказское аудиторское агентство   
608;2004-2005;Донской инвестиционный фонд  
609;2004-2005;Известняк
610;2002-2005;Донской инвестиционный фонд
611;2003-2004;Дон Неруд
612;1938-2005;Ростовский филиал ФГУ Росгоскарантин
613614;1998-2005;  ПКФ АЗТ Сервис  
615;2001-2005;Донской аграрный центр по предупреждению и ликвидации чрезвычайных ситуаций
616;1998-2005;Вимм Билль Данн 
617;1961-2003;Городской Хозмебельторг, Хозмебельторг  Элита
618;1943-1954;Ростовская областная база Заготсено
619;1943-1974;Ростовская семенная база «Заготзерно» и ее заготовительные пункты: Аксайский и Батайский, детсад № 19  
620;1943-1964;Фабрика мягкой тары Заготзерно,Тарная база,Тароремонтная мастерская Югзаготзерно, Тароремонтная мастерская Управления хлебопродуктов 
621;1943-1975;Ростовская реализационно- перевалочная база Югзаготзерно,Заготзерно, обл.упр хлебопродуктов 
;1975-1992;Ростовский –на-Дону-элеватор 
;1992-2004;Ростовский-на-Дону комбинат хлебопродуктов
622;1944-1957;Мельзавод «Красный серп»
;1958-1976;Ростовский мельзавод № 1 Росглавхлеб
623;1998-2005;Ростовское государственное областное унитарное предприятие по развитию семеноводства и формированию фонда семян
624;1992-2000;Торгово-муниципальный магазин № 3 
625;1956-1989;Детские ясли 41 Ленинского района 
626;1963-1977;Холодильник № 2
627;1943-2006;Холодильник № 1, Хладокомбинат № 1 ЗАО «Моррос»
628629;2005-2006;Дорстрой
630;1991-2001;" ТОО «СерНик»;"
631;2001-2006;ЗАО Ростовстекло
632;2004-2007;Агентство лесного хозяйства по Ростовской области
633;1994-2006;ИЧП, ООО «Декор»
634;1965-2001;Контора материально-технического снабжения «Донвиноградпром» ОАО «Виноград-Дон»  
635;1997-2004;Негосударственное образовательное учреждение «Школа безопасности «Перспектива Н»
636;1967-2007;ОАО Ростовводмелиорация
637;1976-1993;Головной информационно-вычислительный центр (ГИВЦ) Донводстроя 
638;1967-1976;Константиновская передвижная механизированная колонна треста Мелиоводстрой
639;1998-2008;Некоммерческая организация «Фонд развития детских программ»
640;1991-2007;Ипотечный банк развития регионов ИБРР
641;1998-2001;Ставропольское представительство филиал ООО коммерческий банк КОМТЕХ- банк
642;1998-2007;Небанковская кредитная организация «Расчетная палата Ростовской валютно -фондовой биржи» ЗАО 
643;1979-2008;ЗАО Автотранспортное предприятие «Южтехмонтаж»
644;1998-2003;Комбинат прикладного искусства
645;1999-2003;ООО Трейд  еще фонд 427
646;2003-2009;Негосударственное общеобразовательное учреждение дополнительного профессионального образования Экопромэнерго
647;1995-2008;ЗАО «Топливо Заправочная компания» 
648;1956-2009;Закрытое акционерное общество Ростовский завод монтажных заготовок «Южтехмонтаж» 
649;2003-2008;ООО «Контакт-Л»
650;2004-2009;Филиал ООО «Частные пивоварни «Тинькофф» 
651;2008-2009;ООО «Айсберг»
652;2002-2008;ООО Торговая компания «Регата-Плюс»
653;2003-2008;ООО «Промоборудование»
654;2006-2008;ООО «Агроторг-Ростов»
655;2007-2008;Ростовский филиал Коммерческого банка «Московский Капитал»
656;1996-2007;ЗАО ВМТ-Р»
657;2008;ООО «Фрахт»
658;2004-2005;ООО «Промэнергосвязь»
659;1992-1996;ТОО Фирма «Ритм»
660;2005-2009;ООО «Принт-Графика»
661;1989-1991;Кооператив Труженик» МП Труженик/вед по зарплате 1дело/
662;2002-2008;ЗАО «Южная строительная компания»г.Волгоград
663;2000-2008;ЗАО «Волгоградский металл»
664;2008-2009;Филиал ООО «Феско Лоджистик»
665;1996-2009;ООО «Агентство Транс-Авиа»
666;2008-2009;ООО «Альфа-Медика-ЮГ»
667;2001-2009;ООО «Регата-А»
668;2008-2009;ООО «Ростовская сеть ПБО»
669;2005-2009;ООО «Велес»
670;1999-2008;ЗАО «Южтрубопроводстрой»
671;1991-1994;ИЧП Толмачев Фирма Актион
672;1991-1998;ООО ПКФ Пингвин
673;1996-2006;ООО Донская фруктовая компания
674;1993-1995;ТОО ПКФ «Сервисагрострой
675;1996-2009;ОАО «Аксай-1»
676;2007-2010;ООО «Исток-Юг»
677;2006-2009;ООО «Три Фарма»
678;2007-2009;ООО «Три Фарма-С»
679;2005-2009;ООО «Аптеки 36,6 «Юг»
680;2009;ООО «Аптеки 36,6 «Ростов»
681;2004-2009;ООО «Кайрос-Р»
682;2008-2009;Ростовская областная школа юных спасателей 
683;2005-2009;ООО С.В.Т.С.Брокер-Юг
684;1975-1976;Ростовское учебно-производственное ВОГ
;1983;
685;2008-2009;ООО «Ростовнефтегазстрой»
686;2000-2008;ЗАО «Южный металл»
687;1979-2005;ОАО «Конструкция»  
688;2006-2007;ООО Стальсеть-Юг»
689;2001-2010;Ростовский филиал «Югшинсервис»
690;2004-2009;ООО «Тепловик»
691;2008-2010;ООО АвтоЛайн»
692;2007-2010;Дон-Техника »
693;2001-2011;ООО «Олимп-2»
694;1999-2008;ИП Мишин А.А.
695;2007-2010;Ростовский филиал Небанковской кредитной организации закрытого акционерного общества «Расчетная палата Московской межбанковской валютной биржи» / Ростовский филиал ЗАО РП ММВБ
;2010-2011;Ростовский филиал Небанковской кредитной организации закрытого акционерного общества «Национальный расчетный депозитарий « Ростовский филиал НКО ЗАО НРД
696;1953-1961;Хопёрский эксплутационный участок
697;1953-1954;Красноармейское районное управление Волго-Донского речного пароходства
698;1955-1956;Волго-Донское речное пароходство
699;1955-1958;Калачевская ремонтно-эксплуатационная база
700;1953-1956;Эксплуатационный участок Волга-Ахтуба
701;1957-1962;Областное управление по транспортному освоению и эксплуатации малых рек
702;1953-2011;Калачевский судостроительно-судоремонтный завод
703;1953-1958;Калачевские судостроительные-судоремонтные мастерские
704;2010-2011;ОАО Водный Холдинг «Дон ВК Юг»
705;2006-2011;ООО «Лаверна-Ростов»
706;2008-2011;ООО «Ол-Строй», «Фактор»
707;2002-2011;Филиал ЗАО «Банк ЖилФинанс» в Ростове-на-Дону
708;2001-2009;ООО «Юрта»
709;2002-2011;ООО Программа, Сервис, Монтаж»
710;1995-2011;ЗАО ПКФ Олет
711;2002-2010;Филиал АКБ «Еврофинанс МОСНАРБАНК», Ростов-Дон
712;2002-2008;ООО  Страховая компания «Айболит»
713;1995-2011;ООО Донагротрейд
714;1991-2012;ООО  Аптека 456
715;2009-2012;ООО  Управляющая компания «Ваш Дом
716;1997-2011;ОАО Ростовагроснабсервис
717;2003-2007;ООО Севкавэлеватормонтаж
718;2002-2008;ООО «Управляющая компания «Айболит»
719;1996-2012;Государственное учреждение Ростовской области «Областной центр анализа ценообразования в строительстве»
720;1992-2012;Ростовск5ий филиал федерального государственного бюджетного образовательного учреждения высшего профессионального образования «Санкт-Петербургский государственный университет культуры и искусств»
721;2010-2013;Общество с ограниченной ответственностью «Агрокомпания группы Дон»
722;2006-2012;Закрытое акционерное общество «Терминал»
723;2012-;Закрытое акционерное общество «Глобус»
724;1992-2013;Закрытое акционерное общество «Региональный биржевой центр ММВБ-Юг»
725;2003-2013;Негосударственное образовательное учреждение дополнительного профессионального образования «Информационно-образовательный центр по метрологии и техническому регулированию»
726;2002-2012;Общество с ограниченной ответственностью «Компьютериум»
727;2003-2013;Общество с ограниченной ответственностью «« Солвин-сервис»»
728;2004-2012;Общество с ограниченной ответственностью «Торговый Дом «Соларис»
729;1998-2013;Торгово-промышленная Ассоциация «Регата»
730;1997-2013;ООО «Никита» г. Ростов-на-Дону Бульвар Комарова 
731;2003-2013;ООО «Азовская зерновая компания»
732;2007-2013;ООО «ПИНО» г. Ростов-на-Дону
733;1999-2013;ООО «Южно-Донское зерно»
734;1971-2013;Оп.1л. ОАО Трест «Севкавтрансстрой» 
;1975-2003;Оп. 2л. ОСП «Автобаза» ОАО «Севкавтрансстрой» 
;1974-2005;Оп. 3л. ОСП «Управление механизации и транспорта» (УМиТ) ОАО «Севкавтрансстрой» Оп. 4л. ОСП «Батайский завод ЖБК» ОАО «Севкавтрансстрой» 
;1975-2003;Оп. 5л. ОАО «Севкавтрансстрой» Обособленное структурное подразделение ССМП № 2 за гг.
;1973-2003;
735;1951-2013;Акционерное общество открытого типа «Донвино»
736;1990-2010;ООО «Строительная компания «Лазурь»
737;2012-2013;ООО «Дельфин ЮГ»
738;2006-2012;ООО «Газэнергосеть Ростов-на-Дону»
739;1970-2009;ЗАО «Концерн Покровский» и его предшественники (Механический завод № 5)
740;2001-2009;ООО «Ростовский завод плавленых сыров»ООО «Молпродукт»
741;2010-2013;Оп. 1л. ООО «Конструкция»
;2010-2013;Оп. 2л. ООО «Транском»
;2007-2009;Оп. 3л. ЗАО «Конструкция»Реестр невостребованных трудовых книжек
742;1992-2013;ООО «Аргумент»
743;2007-2013;Общество с ограниченной ответственностью «Ремонтно-эксплуатационное предприятие № 1 ООО»РЭП № 1»
744;;ЗАО «Сигма-Ресурс»
;2003-2011;Оп. 1л.  ЗАО РСУ «Южная строительная компания»(ЗАО РСУ «ЮСК»Реестр невостребованных трудовых книжек и справок ЗАО РСУ «ЮСК»
;;Оп. 2л. ЗАО «Южная строительная компания» ЗАО «ЮСК»Оп. 3л. ЗАО «Южная металлургическая компания – Самара» (ЮМК –Самара»)
;2003-2011;Оп. 4л. ЗАО « Южная строительная компания – Самара»  (ЗАО «ЮСК – Самара»)
;2006-2012;5л. ЗАО «Южная строительная компания» г. Самара (ЗАО «ЮСК») Оп. 6л. ЗАО ПКФ «Стройэнергопром»
;2006-2009;Оп. 7л.ЗАО « Ростовский Металл»Оп. 8л.ЗАО «Южная металургическая компания» 
;2004-2006;Оп. 9л. ОАО «ЮСК-Подрядчик»Оп.10л. ЗАО «Южная металл» Краснодарский филиал
;2001-2012;
;2000-2013;
;2000-2014;
;2010-2013;
745;1955-1998;Открытое акционерное общество автотранспортное предприятие «Супер» ОАО АТП «Супер»
;2009-2013.;
746;1992-2014;ООО «РУС»
747;2006-2013;ООО «ТМС-Юг»
748;2011-2013;ООО «ТехноМет»
749;1996-2013;ООО «Пронто-Ростов»
750;2008-2013;ООО «Промстрой Плюс»
751;2006-2013;ООО «СМ-Поволжье»
